# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[00:11:28 -> 00:11:30] 能够走出来
[00:11:30 -> 00:11:32] 他没有给我施加任何
[00:11:32 -> 00:11:33] 我需要继续产出论文
[00:11:33 -> 00:11:34] 或者做任何设施的压力
[00:11:34 -> 00:11:36] 他说那我可以去上一些课
[00:11:36 -> 00:11:38] 做一下TA
[00:11:38 -> 00:11:39] 做一些这种
[00:11:39 -> 00:11:40] 很轻量级的事情
[00:11:40 -> 00:11:41] 这段时间还回国
[00:11:41 -> 00:11:42] 待了半年
[00:11:42 -> 00:11:43] 一个疗愈期
[00:11:43 -> 00:11:44] 然后我其实没有产出论文
[00:11:44 -> 00:11:45] 但是Karik从来没有
[00:11:45 -> 00:11:45] 断过我的经费
[00:11:45 -> 00:11:47] 那确实是非常好的导师
[00:11:47 -> 00:11:48] 非常好的一个导师
[00:11:48 -> 00:11:49] 然后我一年之后
[00:11:49 -> 00:11:50] 才慢慢走出来之后
[00:11:50 -> 00:11:52] 才又做了sequencing的培训
[00:11:52 -> 00:11:53] 我们前面也有过很多挣扎
[00:11:53 -> 00:11:55] 证明应该是写了20多页吧
[00:11:55 -> 00:11:57] 来来回回改了四五次
[00:11:57 -> 00:11:58] 而且有两次
[00:11:58 -> 00:12:00] 我几乎是全部推翻重写的
[00:12:00 -> 00:12:00] 那个证明
[00:12:00 -> 00:12:02] 已经花了一两个星期
[00:12:02 -> 00:12:02] 推出来的证明
[00:12:02 -> 00:12:03] 世界的证明
[00:12:03 -> 00:12:04] 全部推翻
[00:12:04 -> 00:12:05] 因为你从一开始的地方
[00:12:05 -> 00:12:06] 发现有几点错了
[00:12:06 -> 00:12:07] 那个错了之后
[00:12:07 -> 00:12:08] 后面所有的后续推理
[00:12:08 -> 00:12:09] 全部是错的
[00:12:09 -> 00:12:10] 所以那个证明
[00:12:10 -> 00:12:11] 从前面要一直fix到
[00:12:11 -> 00:12:12] 全部重推翻出来
[00:12:12 -> 00:12:14] 但是这个过程走完之后
[00:12:14 -> 00:12:16] 很有成就感
[00:12:16 -> 00:12:17] 最后这个证明
[00:12:17 -> 00:12:17] 完全写完之后
[00:12:17 -> 00:12:18] 比一开始设想的
[00:12:18 -> 00:12:19] 要复杂得多很多
[00:12:19 -> 00:12:20] 我们都觉得
[00:12:20 -> 00:12:21] 这一段证明写出来
[00:12:21 -> 00:12:22] 和这段经历
[00:12:22 -> 00:12:23] 非常的accomplish
[00:12:23 -> 00:12:25] 就是很有满足感
[00:12:25 -> 00:12:26] 我记得那个时候
[00:12:26 -> 00:12:26] Clarke自己也说
[00:12:26 -> 00:12:27] 那篇paper里的证明
[00:12:27 -> 00:12:29] 是他过去一年的highlight
[00:12:29 -> 00:12:30] 当时也是
[00:12:30 -> 00:12:31] by paper提名
[00:12:31 -> 00:12:32] 但是没有被公开
[00:12:32 -> 00:12:33] 就是大家讨论过
[00:12:33 -> 00:12:34] 最后没有被选上
[00:12:34 -> 00:12:35] 但是很接近
[00:12:35 -> 00:12:36] 如果说我在形式化工作的话
[00:12:36 -> 00:12:37] 这篇paper可能是
[00:12:37 -> 00:12:38] 我觉得最愉悦的一段时间
[00:12:38 -> 00:12:40] 从这篇paper开始
[00:12:40 -> 00:12:41] 我开始看见了
[00:12:41 -> 00:12:43] 形式化理论的
[00:12:43 -> 00:12:44] 这个里面的一些
[00:12:44 -> 00:12:45] 深刻的含义和
[00:12:45 -> 00:12:46] 和它的优美之处
[00:12:46 -> 00:12:48] 它的优美之处在哪里呢
[00:12:48 -> 00:12:49] 它让我理解了
[00:12:49 -> 00:12:51] 程序语言设计的
[00:12:51 -> 00:12:52] 几个不同角度吧
[00:12:52 -> 00:12:55] 就是形式化的这个方法
[00:12:55 -> 00:12:55] 去设计语言
[00:12:55 -> 00:12:57] 它是从数学的角度
[00:12:57 -> 00:12:59] 去理解程序语言的
[00:12:59 -> 00:13:00] 程序语言我打了很久的
[00:13:00 -> 00:13:01] 很久的教导
[00:13:01 -> 00:13:02] 我打了20年的教导
[00:13:02 -> 00:13:03] 但是我从来没有
[00:13:03 -> 00:13:04] 以这样的角度
[00:13:04 -> 00:13:05] 去看待过它
[00:13:05 -> 00:13:05] 然后它给我
[00:13:05 -> 00:13:06] 一个全新的视角
[00:13:06 -> 00:13:07] 但是你会发现
[00:13:07 -> 00:13:08] 程序语言里面
[00:13:08 -> 00:13:09] 它也有很多的
[00:13:09 -> 00:13:09] trade-off
[00:13:09 -> 00:13:10] 不同的角度上
[00:13:10 -> 00:13:11] 有一些语言
[00:13:11 -> 00:13:12] 更接近数学
[00:13:12 -> 00:13:12] 有一些语言
[00:13:12 -> 00:13:13] 更接近硬件
[00:13:13 -> 00:13:14] 你其实很难
[00:13:14 -> 00:13:15] 有一个支点
[00:13:15 -> 00:13:16] 让你一个语言
[00:13:16 -> 00:13:17] 它离数学和硬件
[00:13:17 -> 00:13:17] 都很近
[00:13:17 -> 00:13:18] 接近数学的语言
[00:13:18 -> 00:13:19] 它会更容易被验证
[00:13:19 -> 00:13:20] 更容易被形式化
[00:13:20 -> 00:13:22] 接近硬件的语言
[00:13:22 -> 00:13:23] 会更灵活
[00:13:23 -> 00:13:24] 更高效
[00:13:24 -> 00:13:26] 更接近人的思维习惯
[00:13:26 -> 00:13:27] 就是当你需要编程
[00:13:27 -> 00:13:28] 硬件里面的
[00:13:28 -> 00:13:28] 具体硬算的时候
[00:13:28 -> 00:13:29] 那样的mapping
[00:13:29 -> 00:13:29] 又更直接
[00:13:29 -> 00:13:31] 最后没有再往
[00:13:31 -> 00:13:32] 这个领域继续地走下去
[00:13:32 -> 00:13:33] 是因为什么呢
[00:13:33 -> 00:13:34] 我看到了
[00:13:34 -> 00:13:36] 它的有意思的地方
[00:13:36 -> 00:13:37] 但是我也看见了
[00:13:37 -> 00:13:39] 它这个领域的局限性
[00:13:39 -> 00:13:42] 它能够在现实中
[00:13:42 -> 00:13:43] practically被应用的
[00:13:43 -> 00:13:44] 场景太少了
[00:13:44 -> 00:13:45] 然后你要验证
[00:13:45 -> 00:13:46] 一个程序太贵了
[00:13:46 -> 00:13:47] 但是它能验证的
[00:13:47 -> 00:13:48] 又很少
[00:13:48 -> 00:13:50] 不能产生足够大的影响
[00:13:50 -> 00:13:50] 但是我觉得
[00:13:50 -> 00:13:52] 我想离世界更近一点
[00:13:52 -> 00:13:54] 我还是想要做
[00:13:54 -> 00:13:56] 更接近真实生活的东西
[00:13:56 -> 00:13:57] 当时觉得
[00:13:57 -> 00:13:58] 所以我那个时候
[00:13:58 -> 00:13:59] 就开始探索AI
[00:13:59 -> 00:14:00] 我开始寻求方向转化
[00:14:00 -> 00:14:02] 开始探索AI这个过程
[00:14:02 -> 00:14:03] 其实也不太顺利
[00:14:03 -> 00:14:05] 可能我又有一年的时间
[00:14:05 -> 00:14:05] 的空窗期
[00:14:05 -> 00:14:06] 就是你看上去
[00:14:06 -> 00:14:07] 我的publication没有停
[00:14:07 -> 00:14:08] 但其实我中间
[00:14:08 -> 00:14:09] 很多的空窗期
[00:14:09 -> 00:14:10] 派解的空窗期
[00:14:10 -> 00:14:12] 跟你自己定义的空窗期
[00:14:12 -> 00:14:12] 是不一样的
[00:14:12 -> 00:14:13] 对 我自己定义的空窗期
[00:14:13 -> 00:14:14] 就是那一段时间
[00:14:14 -> 00:14:15] 我没有做任何
[00:14:15 -> 00:14:16] 我其实没有make a progress
[00:14:16 -> 00:14:18] 在我转AI的时候
[00:14:18 -> 00:14:19] 又有大概一年的时间
[00:14:19 -> 00:14:19] 我其实没有
[00:14:19 -> 00:14:21] 任何新的idea
[00:14:21 -> 00:14:21] 我实际上
[00:14:21 -> 00:14:22] 没有做任何事情
[00:14:22 -> 00:14:24] 可能长达一年之后
[00:14:24 -> 00:14:24] 我突然某个时间
[00:14:24 -> 00:14:25] 找到事情可做的时候
[00:14:25 -> 00:14:26] 我三个月
[00:14:26 -> 00:14:27] 产出了一件事情
[00:14:27 -> 00:14:28] 但是外人看看
[00:14:28 -> 00:14:28] 你会觉得
[00:14:28 -> 00:14:29] 那个作品
[00:14:29 -> 00:14:30] 是我过去一年的成果
[00:14:30 -> 00:14:31] 实际上它是我
[00:14:31 -> 00:14:32] 过去一年里
[00:14:32 -> 00:14:32] 最后三个月的成果
[00:14:32 -> 00:14:33] 九个月
[00:14:33 -> 00:14:34] 我都在这个
[00:14:34 -> 00:14:35] 最后的状态
[00:14:35 -> 00:14:35] 完全不知道
[00:14:35 -> 00:14:37] 自己在干什么的状态里
[00:14:37 -> 00:14:38] 我非常理解这个过程
[00:14:38 -> 00:14:39] 就像我们记者
[00:14:39 -> 00:14:40] 写稿子也是一样的
[00:14:40 -> 00:14:41] 对 你那个
[00:14:41 -> 00:14:42] 给我一个月的时间
[00:14:42 -> 00:14:43] 前面29天的时间
[00:14:43 -> 00:14:44] 我都在做research
[00:14:44 -> 00:14:45] 或者是放空
[00:14:45 -> 00:14:46] 或者是采访
[00:14:46 -> 00:14:48] 然后我其实这个稿子
[00:14:48 -> 00:14:49] 就是用一天时间
[00:14:49 -> 00:14:50] 写出来的
[00:14:50 -> 00:14:51] 对 所以你看上去
[00:14:51 -> 00:14:52] 比如我行事化
[00:14:52 -> 00:14:53] 我可能发了三个paper
[00:14:53 -> 00:14:54] 分布在三年时间里面
[00:14:54 -> 00:14:55] 但免费paper
[00:14:55 -> 00:14:56] 真正吹动
[00:14:56 -> 00:14:56] 其实它都只花了
[00:14:56 -> 00:14:57] 什么三个月的时间
[00:14:57 -> 00:14:59] 然后我这三天里面
[00:14:59 -> 00:14:59] 每年都有九个月
[00:14:59 -> 00:15:00] 不知道在做什么
[00:15:00 -> 00:15:01] 其实你不知道
[00:15:01 -> 00:15:02] 在做什么
[00:15:02 -> 00:15:03] 你可能是在
[00:15:03 -> 00:15:03] 就是
[00:15:03 -> 00:15:04] 在迷茫吧
[00:15:04 -> 00:15:05] 想去找到
[00:15:05 -> 00:15:06] 你想解决的问题
[00:15:06 -> 00:15:08] 因为我听上来是说
[00:15:08 -> 00:15:09] 要去找到一个
[00:15:09 -> 00:15:10] 你真正感兴趣的问题
[00:15:10 -> 00:15:12] 并且解决它
[00:15:12 -> 00:15:13] 真的是你的一个
[00:15:13 -> 00:15:14] 一个driver
[00:15:14 -> 00:15:14] 一个驱动力
[00:15:14 -> 00:15:15] 是的 这个是的
[00:15:15 -> 00:15:18] 就是我确实有一些
[00:15:18 -> 00:15:19] 特点就是
[00:15:19 -> 00:15:20] 我没有办法妥协
[00:15:20 -> 00:15:21] 我后来服从了
[00:15:21 -> 00:15:22] 我的这个特点
[00:15:22 -> 00:15:23] 就是我原来在
[00:15:23 -> 00:15:24] 不理解我自己的时候
[00:15:24 -> 00:15:26] 我尝试努力
[00:15:26 -> 00:15:27] 去适应过一些规则
[00:15:27 -> 00:15:28] 但是我后来发现
[00:15:28 -> 00:15:29] 我自己是不能被勉强的
[00:15:29 -> 00:15:30] 就是我没有办法
[00:15:30 -> 00:15:31] 做我不感兴趣的事情
[00:15:31 -> 00:15:32] 没有办法做好
[00:15:32 -> 00:15:33] 我能做
[00:15:33 -> 00:15:34] 但其实我没有办法做好
[00:15:34 -> 00:15:36] 我只有这个事情
[00:15:36 -> 00:15:38] 它让我觉得非常exciting
[00:15:38 -> 00:15:39] 我才有可能
[00:15:39 -> 00:15:39] 把那件事情做好
[00:15:39 -> 00:15:40] 这是一个特别
[00:15:40 -> 00:15:41] 特别纯粹的一个
[00:15:41 -> 00:15:42] 一个性格
[00:15:42 -> 00:15:43] 你当时
[00:15:43 -> 00:15:45] 什么时候发现
[00:15:45 -> 00:15:46] 发现说
[00:15:46 -> 00:15:48] 这个性格就是这样了
[00:15:48 -> 00:15:49] 我必须要去服从
[00:15:49 -> 00:15:50] 我这个性格呢
[00:15:50 -> 00:15:51] 这是一个
[00:15:51 -> 00:15:52] 缓慢发展的过程
[00:15:52 -> 00:15:53] 倒也没有某一个
[00:15:53 -> 00:15:55] 时间点突然动悟了
[00:15:55 -> 00:15:55] 它是一个
[00:15:55 -> 00:15:57] 我慢慢意识到
[00:15:57 -> 00:15:58] 以及终于有一天
[00:15:58 -> 00:15:59] 我完全接受它的
[00:15:59 -> 00:16:00] 一个状态
[00:16:00 -> 00:16:01] 我完全接受它
[00:16:01 -> 00:16:02] 可能是在
[00:16:02 -> 00:16:03] 博士的最后
[00:16:03 -> 00:16:05] 最后一两年吧
[00:16:05 -> 00:16:06] 你本身是一个
[00:16:06 -> 00:16:08] 喜欢intense的人吗
[00:16:08 -> 00:16:08] 我是一个
[00:16:08 -> 00:16:09] 必须intense的人
[00:16:09 -> 00:16:12] 从小就是这样的
[00:16:12 -> 00:16:12] 对
[00:16:12 -> 00:16:14] 我觉得从你发paper的
[00:16:14 -> 00:16:14] 那个数量跟节奏
[00:16:14 -> 00:16:15] 就能看出来
[00:16:15 -> 00:16:17] 对 我没有办法
[00:16:17 -> 00:16:17] 就是
[00:16:17 -> 00:16:18] 我哪怕睡觉的时候
[00:16:18 -> 00:16:19] 也会一直做梦
[00:16:19 -> 00:16:20] 就是我没有办法停下来
[00:16:20 -> 00:16:21] 你做梦也会梦到
[00:16:21 -> 00:16:23] 跟你研究或者工作相关的事
[00:16:23 -> 00:16:23] 那肯定会啊
[00:16:23 -> 00:16:24] 肯定会
[00:16:24 -> 00:16:25] 会啊
[00:16:25 -> 00:16:26] 大家都会吧
[00:16:26 -> 00:16:27] 你那时候的梦
[00:16:27 -> 00:16:28] 是完全无关的呀
[00:16:28 -> 00:16:29] 我都是
[00:16:29 -> 00:16:30] 还是挺有关的
[00:16:30 -> 00:16:31] 就是说明
[00:16:31 -> 00:16:31] 你在睡觉的时候
[00:16:31 -> 00:16:33] 你的前思维
[00:16:33 -> 00:16:34] 其实还是在工作
[00:16:34 -> 00:16:35] 有可能是生活
[00:16:35 -> 00:16:35] 就是工作生活
[00:16:35 -> 00:16:36] 但它一般来说
[00:16:36 -> 00:16:37] 都不是
[00:16:37 -> 00:16:38] 不是没有任何关系的东西
[00:16:38 -> 00:16:40] 但肯定会有虚假的成分
[00:16:40 -> 00:16:41] 会有想象的空间
[00:16:41 -> 00:16:43] 但是它不会是毫无关联的
[00:16:43 -> 00:16:43] 我觉得我
[00:16:43 -> 00:16:45] PSG经历的那段
[00:16:45 -> 00:16:46] depression的时期
[00:16:46 -> 00:16:47] 就是因为那段时间
[00:16:47 -> 00:16:48] 太无聊了
[00:16:48 -> 00:16:49] 因为疫情的时候
[00:16:49 -> 00:16:50] 大家都slow down了
[00:16:50 -> 00:16:51] 然后我根本没有办法
[00:16:51 -> 00:16:52] 在一个slow down的环境里面
[00:16:52 -> 00:16:54] 保持我mental的healthiness
[00:16:54 -> 00:16:56] 所以就是一定要忙起来
[00:16:56 -> 00:16:57] 然后才能让你健康地运作
[00:16:57 -> 00:16:58] 我不一定要忙起来
[00:16:58 -> 00:16:59] 我不一定要忙起来
[00:16:59 -> 00:17:01] 我master做那个serial研究
[00:17:01 -> 00:17:02] 做数学研究的时候
[00:17:02 -> 00:17:03] 是不忙的
[00:17:03 -> 00:17:04] 那个时候你是很沉静的
[00:17:04 -> 00:17:05] 因为那个问题
[00:17:05 -> 00:17:06] 它就是除了看着一张纸
[00:17:06 -> 00:17:06] 在那想
[00:17:06 -> 00:17:07] 其实也没什么能做的
[00:17:07 -> 00:17:08] 我看上去很闲
[00:17:08 -> 00:17:09] 我每天还
[00:17:09 -> 00:17:11] 我每天可能也就想四个小时
[00:17:11 -> 00:17:12] 然后工作四个小时
[00:17:12 -> 00:17:13] 然后我就去打游戏了
[00:17:13 -> 00:17:14] 其实我master打
[00:17:14 -> 00:17:15] 时间打了好多游戏
[00:17:15 -> 00:17:17] 因为那个问题都太难了
[00:17:17 -> 00:17:18] 你没什么事可做
[00:17:18 -> 00:17:19] 你只能空想
[00:17:19 -> 00:17:20] 那打游戏的时候
[00:17:20 -> 00:17:22] 也很intense对吧
[00:17:22 -> 00:17:22] 其实也没有
[00:17:22 -> 00:17:25] 我觉得那个serial非常不一样
[00:17:25 -> 00:17:26] serial就是有很多灵感
[00:17:26 -> 00:17:27] 你只能等它来
[00:17:27 -> 00:17:29] 其实你没什么事情
[00:17:29 -> 00:17:29] 可能你只能在那等
[00:17:29 -> 00:17:31] 你等着那一刻来临
[00:17:31 -> 00:17:32] 所以我有大量的时间
[00:17:32 -> 00:17:32] 去打游戏
[00:17:32 -> 00:17:33] 那打游戏
[00:17:33 -> 00:17:34] 转眼就灵感来了
[00:17:34 -> 00:17:35] 然后去写一写是吗
[00:17:35 -> 00:17:36] 其实我那个
[00:17:36 -> 00:17:38] 当时那个题目做解说
[00:17:38 -> 00:17:39] 就是在我看电视的时候
[00:17:39 -> 00:17:40] 想到的idea
[00:17:40 -> 00:17:40] 对我也不知道为什么
[00:17:40 -> 00:17:42] 但是确实那个contact
[00:17:42 -> 00:17:42] 是我看电视之前
[00:17:42 -> 00:17:43] 看的一篇paper
[00:17:43 -> 00:17:44] 然后我就开始
[00:17:44 -> 00:17:45] 看电视去了
[00:17:45 -> 00:17:46] 看到中断的时候
[00:17:46 -> 00:17:46] 不知道为什么
[00:17:46 -> 00:17:47] 那个paper的东西
[00:17:47 -> 00:17:47] 突然回响
[00:17:47 -> 00:17:48] echo出来
[00:17:48 -> 00:17:50] 然后突然又想到了
[00:17:50 -> 00:17:50] paper的那个点
[00:17:50 -> 00:17:51] 突然意识到
[00:17:51 -> 00:17:52] 这个地方可能是
[00:17:52 -> 00:17:52] 一个解法突破点
[00:17:52 -> 00:17:53] 那个就是关键点
[00:17:53 -> 00:17:55] 就是你那个问题
[00:17:55 -> 00:17:56] 被解决的
[00:17:56 -> 00:17:57] 就发生的那个瞬间
[00:17:57 -> 00:17:58] 那个是真的是
[00:17:58 -> 00:17:59] 有一个phase transition
[00:17:59 -> 00:18:00] 就是那个是
[00:18:00 -> 00:18:01] 一瞬间的事情
[00:18:01 -> 00:18:02] 就是那个时刻
[00:18:02 -> 00:18:03] 那个问题被解掉了
[00:18:03 -> 00:18:05] 然后你一个电视剧
[00:18:05 -> 00:18:05] 看到那一半
[00:18:05 -> 00:18:06] 你突然
[00:18:06 -> 00:18:07] 我怎么突然开始
[00:18:07 -> 00:18:08] 知道怎么解决这个问题了
[00:18:08 -> 00:18:09] 暂停
[00:18:09 -> 00:18:10] 去写这篇
[00:18:10 -> 00:18:12] 你还记得是什么电视剧吗
[00:18:12 -> 00:18:13] 正缓传
[00:18:13 -> 00:18:16] 我就真的记得
[00:18:16 -> 00:18:18] 太神了
[00:18:18 -> 00:18:20] 我一般是在洗澡的时候
[00:18:20 -> 00:18:21] 会有灵感突然
[00:18:21 -> 00:18:21] 记住我
[00:18:21 -> 00:18:21] 这个也会有
[00:18:21 -> 00:18:23] 但是电视剧
[00:18:23 -> 00:18:24] 我觉得我很少
[00:18:24 -> 00:18:25] 因为就是看电视剧
[00:18:25 -> 00:18:26] 你还是要很沉静的嘛
[00:18:26 -> 00:18:27] 但是就是看起来
[00:18:27 -> 00:18:28] 你看电视剧的时候
[00:18:28 -> 00:18:30] 你的潜思维
[00:18:30 -> 00:18:31] 感觉还是在
[00:18:31 -> 00:18:32] 一直在思考一些
[00:18:32 -> 00:18:33] 我会
[00:18:33 -> 00:18:34] 就前面说到
[00:18:34 -> 00:18:34] 我跟我自己和解
[00:18:34 -> 00:18:35] 我是怎么和解的呢
[00:18:35 -> 00:18:37] 就是我以前不知道
[00:18:37 -> 00:18:38] ADHD这个东西
[00:18:38 -> 00:18:39] 有一天我就慢慢地了解到
[00:18:39 -> 00:18:40] 有一个东西叫做ADHD
[00:18:40 -> 00:18:41] 然后我看完
[00:18:41 -> 00:18:42] 那个各种症状
[00:18:42 -> 00:18:43] 深深理解
[00:18:43 -> 00:18:43] 之后我发现
[00:18:43 -> 00:18:44] 好多东西都可以被解释
[00:18:44 -> 00:18:46] 就你觉得你是ADHD吗
[00:18:46 -> 00:18:47] 我确实是
[00:18:47 -> 00:18:48] 我经常看心理医生
[00:18:48 -> 00:18:49] 但它不是一个疾病
[00:18:49 -> 00:18:50] 它是一个特点
[00:18:50 -> 00:18:51] 学习之后
[00:18:51 -> 00:18:51] 我发现
[00:18:51 -> 00:18:53] 好多事情被解释了
[00:18:53 -> 00:18:53] 我就
[00:18:53 -> 00:18:55] 它给我带来最大的帮助
[00:18:55 -> 00:18:56] 是我通过理解它
[00:18:56 -> 00:18:56] 而理解了我自己
[00:18:56 -> 00:18:58] 像是我找到了
[00:18:58 -> 00:18:59] 怎么使用我自己的一把钥匙
[00:18:59 -> 00:19:01] 我突然知道了
[00:19:01 -> 00:19:01] 就是
[00:19:01 -> 00:19:02] 手册有了
[00:19:02 -> 00:19:02] 对对对
[00:19:02 -> 00:19:03] 它是一个手册
[00:19:03 -> 00:19:04] 我突然知道了
[00:19:04 -> 00:19:04] 就是我不应该
[00:19:04 -> 00:19:05] 逆着我的那个
[00:19:05 -> 00:19:06] 短处去
[00:19:06 -> 00:19:07] 我不应该逆着
[00:19:07 -> 00:19:08] 我的甜心去做事情
[00:19:08 -> 00:19:08] 我应该顺着
[00:19:08 -> 00:19:09] 我的甜心去做事情
[00:19:09 -> 00:19:10] 它告诉我这件事情
[00:19:10 -> 00:19:11] 然后一旦
[00:19:11 -> 00:19:12] 悟到了这个之后
[00:19:12 -> 00:19:13] 就很多事情
[00:19:13 -> 00:19:14] 就迎刃而解
[00:19:14 -> 00:19:15] 其实你
[00:19:15 -> 00:19:15] 其实很多事情
[00:19:15 -> 00:19:16] 是不要勉强的
[00:19:16 -> 00:19:17] 是没有必要勉强的
[00:19:17 -> 00:19:18] 对
[00:19:18 -> 00:19:19] 所以我前面说的
[00:19:19 -> 00:19:19] 我只能做
[00:19:19 -> 00:19:20] 我喜欢做的事情
[00:19:20 -> 00:19:20] 当你把这个
[00:19:20 -> 00:19:21] 当成真理的时候
[00:19:21 -> 00:19:23] 你就不再跟它对抗
[00:19:23 -> 00:19:23] 特别特别棒
[00:19:23 -> 00:19:24] 对
[00:19:24 -> 00:19:26] 然后我们两位
[00:19:26 -> 00:19:27] 我刚说这个是因为
[00:19:27 -> 00:19:27] 对
[00:19:27 -> 00:19:28] 可能我已经开始
[00:19:28 -> 00:19:30] 有点这个症状显现
[00:19:30 -> 00:19:32] 就是它的
[00:19:32 -> 00:19:34] 这个特点之一
[00:19:34 -> 00:19:35] 就是我看电视的时候
[00:19:35 -> 00:19:36] 也是不focus的
[00:19:36 -> 00:19:37] 也是不focus的
[00:19:37 -> 00:19:37] 对
[00:19:37 -> 00:19:38] 就我看电视的时候
[00:19:38 -> 00:19:39] 我也会
[00:19:39 -> 00:19:39] 跟不上那个
[00:19:39 -> 00:19:41] 电视的内容
[00:19:41 -> 00:19:42] 我经常要回退
[00:19:42 -> 00:19:43] OK
[00:19:43 -> 00:19:44] 我经常要往回拉
[00:19:44 -> 00:19:44] 刚刚讲了什么
[00:19:44 -> 00:19:45] 30分钟的事情
[00:19:45 -> 00:19:46] 我经常要看
[00:19:46 -> 00:19:46] 四五十分钟
[00:19:46 -> 00:19:47] 才把它看完
[00:19:47 -> 00:19:47] 那比如说
[00:19:47 -> 00:19:49] 你自己在做research
[00:19:49 -> 00:19:50] 或者你在工作的时候
[00:19:50 -> 00:19:52] 就是什么样的时候
[00:19:52 -> 00:19:53] 你会非常的focus
[00:19:53 -> 00:19:54] 什么样的时候
[00:19:54 -> 00:19:54] 你其实是
[00:19:54 -> 00:19:56] 没有办法focus的呢
[00:19:56 -> 00:19:57] 就是我自己
[00:19:57 -> 00:19:58] 特别被它吸引的时候
[00:19:58 -> 00:19:58] 我非常focus
[00:19:58 -> 00:20:00] 它这个是两极化的
[00:20:00 -> 00:20:00] 就是我focus的时候
[00:20:00 -> 00:20:01] 非常focus
[00:20:01 -> 00:20:02] focus的时候
[00:20:02 -> 00:20:03] 我会听不见
[00:20:03 -> 00:20:04] 别人叫我的名字
[00:20:04 -> 00:20:05] 不记得时间
[00:20:05 -> 00:20:05] 不知道外面
[00:20:05 -> 00:20:06] 发生了事情
[00:20:06 -> 00:20:07] 会错过很多的meeting
[00:20:07 -> 00:20:08] 然后不focus
