# 《一红16年，干啥啥赚钱？｜屠龙博士创业的秘密！》— 原始转录

> **节目**：课代表立正（B站 UP 主，UID 491306902）对谈 **屠龙博士**
> **来源**：B站 · BV1krM46BEpn · 发布 2026-07-07
> **时长**：1h35m18s（5718 秒）
> **下载**：opencli bilibili download（浏览器登录态；yt-dlp 被 B站 412 反爬拦截）
> **转录**：whisper.cpp / ggml-large-v3 / Metal 加速 / 4,502 段 / 32,090 汉字 / 语速 337 字/min
> **校验源**：B站官方字幕（2,860 条，opencli bilibili subtitle 拉取）——替代小宇宙 shownotes 的修正源角色

---

[00:00:00 --> 00:00:01]  有一个网红偷我们的用户讯息
[00:11:07 --> 00:11:08]  然后我那年要真找
[00:11:08 --> 00:11:09]  还真有戏
[00:11:09 --> 00:11:11]  但是我突然意识到了一件事情
[00:11:11 --> 00:11:13]  这个事情我觉得对我影响也很大
[00:11:13 --> 00:11:15]  就是学术圈
[00:11:15 --> 00:11:17]  它要求你有originality
[00:11:17 --> 00:11:18]  你知道意思吗
[00:11:18 --> 00:11:19]  就是它要original
[00:11:19 --> 00:11:20]  它要原创
[00:11:20 --> 00:11:21]  就你这idea
[00:11:21 --> 00:11:23]  不能有人想过
[00:11:23 --> 00:11:24]  想过就不行
[00:11:24 --> 00:11:26]  同时它还要你有impact
[00:11:26 --> 00:11:27]  就是大家觉得这事有用
[00:11:27 --> 00:11:29]  我那个时候想想想
[00:11:29 --> 00:11:30]  我觉得这两个事是有矛盾的
[00:11:30 --> 00:11:31]  矛盾之处在于哪
[00:11:31 --> 00:11:33]  我给你举个例子
[00:11:33 --> 00:11:33]  你找个像例子
[00:11:33 --> 00:11:34]  就
[00:11:34 --> 00:11:34]  你怎么明白了
[00:11:34 --> 00:11:35]  originality
[00:11:35 --> 00:11:36]  就是没人想过
[00:11:36 --> 00:11:38]  就像找个像说
[00:11:38 --> 00:11:38]  要求杨一英
[00:11:38 --> 00:11:39]  你再找个像
[00:11:39 --> 00:11:40]  你必须找个畜男
[00:11:40 --> 00:11:42]  你必须找个畜男
[00:11:42 --> 00:11:43]  然后要有impact
[00:11:43 --> 00:11:44]  又说这畜男
[00:11:44 --> 00:11:46]  他必须还得高富帅
[00:11:46 --> 00:11:49]  我们搞学术的人
[00:11:49 --> 00:11:51]  就被这事给限制死了
[00:11:51 --> 00:11:52]  限制死了
[00:11:52 --> 00:11:52]  就是说
[00:11:52 --> 00:11:54]  我说这个世界上
[00:11:54 --> 00:11:56]  有很多很多非畜男的高富帅
[00:11:56 --> 00:11:58]  我给你找一二三四五
[00:11:58 --> 00:11:58]  对吧
[00:11:58 --> 00:11:59]  但是不行
[00:11:59 --> 00:12:00]  你父母说
[00:12:00 --> 00:12:01]  他们不是畜男
[00:12:01 --> 00:12:03]  我们第一要求是original
[00:12:03 --> 00:12:03]  对吧
[00:12:03 --> 00:12:04]  然后呢
[00:12:04 --> 00:12:05]  我现在给你找说
[00:12:05 --> 00:12:05]  好
[00:12:05 --> 00:12:06]  我这有一堆畜男
[00:12:06 --> 00:12:07]  对吧
[00:12:07 --> 00:12:08]  这些都originality
[00:12:08 --> 00:12:09]  没有人碰过
[00:12:09 --> 00:12:10]  没有人碰过的东西
[00:12:10 --> 00:12:12]  它奇形怪状
[00:12:12 --> 00:12:13]  父母说不行
[00:12:13 --> 00:12:14]  这太丑了
[00:12:14 --> 00:12:16]  虽然没有人搞这些领域
[00:12:16 --> 00:12:17]  但是他们trivial
[00:12:17 --> 00:12:17]  对吧
[00:12:17 --> 00:12:19]  然后我发现
[00:12:19 --> 00:12:22]  我嵌入了一个造轮子的领域
[00:12:22 --> 00:12:23]  就是我必须得造一个轮子
[00:12:23 --> 00:12:25]  但是我突然觉得说
[00:12:25 --> 00:12:26]  这世界上有很多人
[00:12:26 --> 00:12:28]  造出了很多很漂亮
[00:12:28 --> 00:12:29]  很漂亮的轮子
[00:12:29 --> 00:12:31]  这个世界上有很多
[00:12:31 --> 00:12:32]  不是original的东西
[00:12:32 --> 00:12:33]  但是
[00:12:33 --> 00:12:33]  你突然觉得
[00:12:33 --> 00:12:34]  你通过跟他交互
[00:12:34 --> 00:12:35]  跟他实践
[00:12:35 --> 00:12:36]  就发现有些东西
[00:12:36 --> 00:12:37]  你只要改动一点点
[00:12:37 --> 00:12:39]  你把它进行一下拼接
[00:12:39 --> 00:12:40]  它就能够形成一个
[00:12:40 --> 00:12:42]  非常好的business
[00:12:42 --> 00:12:43]  就可能带来很大的收益
[00:12:43 --> 00:12:45]  但是我在选手圈
[00:12:45 --> 00:12:46]  不让我干这个
[00:12:46 --> 00:12:47]  因为他们不original
[00:12:47 --> 00:12:48]  你知道吗
[00:12:48 --> 00:12:49]  所以这个
[00:12:49 --> 00:12:51]  给我影响力很大
[00:12:51 --> 00:12:52]  是的
[00:12:52 --> 00:12:53]  其实这都是
[00:12:53 --> 00:12:54]  都已经是past life了
[00:12:54 --> 00:12:55]  那我们接下来讲吧
[00:12:55 --> 00:12:56]  回国了以后
[00:12:56 --> 00:12:56]  发生了什么
[00:12:56 --> 00:12:58]  我先去互联网大厂
[00:12:58 --> 00:12:59]  就相当于
[00:12:59 --> 00:13:00]  好白来也是互联网大厂
[00:13:00 --> 00:13:01]  干了两三年
[00:13:01 --> 00:13:02]  我认为
[00:13:02 --> 00:13:03]  好白来人
[00:13:03 --> 00:13:04]  还挺多的
[00:13:04 --> 00:13:04]  几万人吧
[00:13:04 --> 00:13:05]  至少得有几万人
[00:13:05 --> 00:13:06]  十万人可能得有
[00:13:06 --> 00:13:07]  在大厂干了几年
[00:13:07 --> 00:13:08]  我觉得
[00:13:08 --> 00:13:10]  我想以它为平台来创业
[00:13:10 --> 00:13:12]  然后在这个平台上
[00:13:12 --> 00:13:12]  认识很多人
[00:13:12 --> 00:13:14]  但是我有几个发现
[00:13:14 --> 00:13:15]  一个发现就是
[00:13:15 --> 00:13:16]  我觉得有很多人
[00:13:16 --> 00:13:17]  他被大厂的思维
[00:13:17 --> 00:13:18]  限制得比较木
[00:13:18 --> 00:13:20]  或者对自己没有信心
[00:13:20 --> 00:13:21]  我现在的合伙人
[00:13:21 --> 00:13:22]  是一个年轻员工
[00:13:22 --> 00:13:24]  就是跟我岁数差不多的
[00:13:24 --> 00:13:25]  比较高阶的
[00:13:25 --> 00:13:28]  我觉得都有一些思维框架
[00:13:28 --> 00:13:29]  同时呢
[00:13:29 --> 00:13:30]  我回国以后
[00:13:30 --> 00:13:31]  这两三年
[00:13:31 --> 00:13:32]  尤其我在互联网大厂
[00:13:32 --> 00:13:33]  干了两三年
[00:13:33 --> 00:13:34]  我发现了一个
[00:13:34 --> 00:13:35]  我认为非常好的现象
[00:13:35 --> 00:13:37]  我发现国内有很多土豪
[00:13:37 --> 00:13:38]  文化很低
[00:13:38 --> 00:13:40]  然后想法很简单
[00:13:40 --> 00:13:41]  又赚了很多钱
[00:13:41 --> 00:13:44]  有很多人看待土豪现象
[00:13:44 --> 00:13:45]  觉得特别看不过眼
[00:13:45 --> 00:13:46]  对吧
[00:13:46 --> 00:13:47]  他什么都不会
[00:13:47 --> 00:13:48]  然后他很土
[00:13:48 --> 00:13:49]  他就赚了很多钱
[00:13:49 --> 00:13:51]  但我看到土豪现象
[00:13:51 --> 00:13:52]  我很兴奋
[00:13:52 --> 00:13:52]  因为我觉得
[00:13:52 --> 00:13:54]  既然有这么多土豪
[00:13:54 --> 00:13:56]  就证明这个国家还有机会
[00:13:56 --> 00:13:57]  他这么土的人
[00:13:57 --> 00:13:59]  他都挣了很多钱
[00:13:59 --> 00:14:01]  就证明在某些地方
[00:14:01 --> 00:14:02]  他应该挣钱的门槛
[00:14:02 --> 00:14:03]  不是很高
[00:14:03 --> 00:14:04]  或者说挣钱的门槛
[00:14:04 --> 00:14:05]  不是你读了很多书
[00:14:05 --> 00:14:08]  我觉得有些国家
[00:14:08 --> 00:14:08]  你比如说英国
[00:14:08 --> 00:14:10]  他就会门槛有点高了
[00:14:10 --> 00:14:12]  因为你会发现
[00:14:12 --> 00:14:13]  他们的老钱特别多
[00:14:13 --> 00:14:14]  什么的新贵特别少
[00:14:14 --> 00:14:16]  而且英国人会觉得
[00:14:16 --> 00:14:18]  privilege是一个很重要的事情
[00:14:18 --> 00:14:19]  就是你的出身
[00:14:19 --> 00:14:20]  你是不是贵族
[00:14:20 --> 00:14:21]  这个事是很重要的
[00:14:21 --> 00:14:22]  你要给自己上闪
[00:14:22 --> 00:14:23]  你才能做出一番事业来
[00:14:23 --> 00:14:25]  我觉得美国崛起
[00:14:25 --> 00:14:26]  美国强大起来
[00:14:26 --> 00:14:28]  特别是二战之后强大起来
[00:14:28 --> 00:14:29]  咱们实话实说
[00:14:29 --> 00:14:30]  它有一大部分
[00:14:30 --> 00:14:32]  就是你在美国
[00:14:32 --> 00:14:33]  只要勤劳聪明
[00:14:33 --> 00:14:34]  就可以不需要给自己上闪
[00:14:34 --> 00:14:36]  很多人嘲笑这个土豪
[00:14:36 --> 00:14:37]  那个土豪
[00:14:37 --> 00:14:39]  但是唯有有土豪的国家
[00:14:39 --> 00:14:40]  才有生机
[00:14:40 --> 00:14:41]  才有社会流动
[00:14:41 --> 00:14:42]  才有正当竞争
[00:14:42 --> 00:14:43]  才有活力
[00:14:43 --> 00:14:44]  所以我觉得
[00:14:44 --> 00:14:45]  我既有这么多土豪
[00:14:45 --> 00:14:46]  干这些这些这些
[00:14:46 --> 00:14:48]  我为什么不干这些这些这些
[00:14:48 --> 00:14:49]  对吧
[00:14:49 --> 00:14:50]  所以这个是改变
[00:14:50 --> 00:14:51]  我思想的一个想法
[00:14:51 --> 00:14:52]  这个时候呢
[00:14:52 --> 00:14:54]  后来就预言双减了
[00:14:54 --> 00:14:56]  这个大概是20年21年
[00:14:56 --> 00:14:57]  21年
[00:14:57 --> 00:14:59]  但是我20年底的时候
[00:14:59 --> 00:15:01]  我就感觉要有异动了
[00:15:01 --> 00:15:01]  我跟别人说
[00:15:01 --> 00:15:02]  他们都不信
[00:15:02 --> 00:15:02]  但是我
[00:15:02 --> 00:15:04]  20年底就开始做准备了
[00:15:04 --> 00:15:04]  预言加
[00:15:04 --> 00:15:06]  而且预言加
[00:15:06 --> 00:15:06]  也行动加
[00:15:06 --> 00:15:08]  我当时想的很简单
[00:15:08 --> 00:15:09]  我说我开个书店
[00:15:09 --> 00:15:10]  因为我自己
[00:15:10 --> 00:15:11]  互联网上也是个大V
[00:15:11 --> 00:15:12]  我自己开个书店
[00:15:12 --> 00:15:14]  然后我给大家介绍
[00:15:14 --> 00:15:15]  每本书对我的影响
[00:15:15 --> 00:15:16]  我为什么要开书店呢
[00:15:16 --> 00:15:18]  我觉得有三个原因
[00:15:18 --> 00:15:19]  第一个原因是
[00:15:19 --> 00:15:21]  你在做产品之前
[00:15:21 --> 00:15:22]  你应该先学会销售
[00:15:22 --> 00:15:24]  你要是卖不出去东西
[00:15:24 --> 00:15:25]  因为有很多人创业
[00:15:25 --> 00:15:26]  他做了一大堆产品
[00:15:26 --> 00:15:27]  但他还卖不出去
[00:15:27 --> 00:15:29]  所以你连销售都学不会
[00:15:29 --> 00:15:30]  所以第一步
[00:15:30 --> 00:15:31]  应该先当一个渠道
[00:15:31 --> 00:15:32]  这是我想的
[00:15:32 --> 00:15:33]  第一个事
[00:15:33 --> 00:15:34]  第二个事我想的是
[00:15:34 --> 00:15:36]  培训班和书是对冲行业
[00:15:36 --> 00:15:37]  我认为
[00:15:37 --> 00:15:38]  我还有些股票在好未来
[00:15:38 --> 00:15:41]  如果国家限制培训班特别死
[00:15:41 --> 00:15:43]  那教辅就会涨
[00:15:43 --> 00:15:44]  那我书店生意就会好
[00:15:44 --> 00:15:47]  如果国家对培训班放开了
[00:15:47 --> 00:15:49]  那我在好未来的股票会涨
[00:15:49 --> 00:15:50]  虽然我书店生意会下滑
[00:15:50 --> 00:15:52]  所以我要搞一个
[00:15:52 --> 00:15:54]  跟公司的股票对冲的行业
[00:15:54 --> 00:15:57]  这样保证我的现金流收入
[00:15:57 --> 00:15:59]  他们俩对冲组合是稳定的
[00:15:59 --> 00:15:59]  有道理
[00:15:59 --> 00:16:01]  然后第三个
[00:16:01 --> 00:16:02]  国内的图书
[00:16:02 --> 00:16:03]  它有一个什么问题呢
[00:16:03 --> 00:16:04]  国内图书是
[00:16:04 --> 00:16:06]  它没有人讲
[00:16:06 --> 00:16:08]  这个书对我的影响是什么
[00:16:08 --> 00:16:09]  当时很多读书大V
[00:16:09 --> 00:16:11]  我不是对他们不尊敬
[00:16:11 --> 00:16:12]  我发现他们真不看
[00:16:12 --> 00:16:14]  他们就是翻完摘要
[00:16:14 --> 00:16:16]  就开始在书的封底写推荐语
[00:16:16 --> 00:16:18]  为什么我知道他们没看呢
[00:16:18 --> 00:16:21]  因为我看了很多书的书底的推荐语
[00:16:21 --> 00:16:24]  与书的内容是丰满牛不相及
[00:16:24 --> 00:16:25]  驴唇不对马嘴
[00:16:25 --> 00:16:26]  我就知道写推荐语
[00:16:26 --> 00:16:27]  这个人都没看
[00:16:27 --> 00:16:28]  你知道吧
[00:16:28 --> 00:16:28]  然后呢
[00:16:28 --> 00:16:30]  我发现国内图书上
[00:16:30 --> 00:16:31]  有个很神奇的事情
[00:16:31 --> 00:16:32]  就是你买书的时候
[00:16:32 --> 00:16:33]  你在京东当当
[00:16:33 --> 00:16:36]  或者是淘宝你买书
[00:16:36 --> 00:16:37]  它底下的评论
[00:16:37 --> 00:16:39]  不会评论这个书的内容是什么
[00:16:39 --> 00:16:40]  它评论的是
[00:16:40 --> 00:16:42]  这个书运来以后完好不完好
[00:16:42 --> 00:16:45]  有没有磕碰印刷质量怎么样
[00:16:45 --> 00:16:46]  刚开始我还不理解为什么
[00:16:46 --> 00:16:48]  后来我发现读者都认为
[00:16:48 --> 00:16:50]  书店是渠道上
[00:16:50 --> 00:16:52]  书的内容跟书店没关系
[00:16:52 --> 00:16:54]  书店要保证的就是服务
[00:16:54 --> 00:16:55]  你的服务好不好
[00:16:55 --> 00:16:57]  意思你完整的送到了没有
[00:16:57 --> 00:16:58]  什么这那的
[00:16:58 --> 00:16:59]  如果你说这个书的内容不好
[00:16:59 --> 00:17:01]  你给书店差评
[00:17:01 --> 00:17:02]  书店是会说
[00:17:02 --> 00:17:03]  请问您谢差评吗
[00:17:03 --> 00:17:05]  这个书是出版社给我们的
[00:17:05 --> 00:17:06]  跟我们有啥关系呢
[00:17:06 --> 00:17:07]  对吧
[00:17:07 --> 00:17:08]  大家就会把差评给谢掉
[00:17:08 --> 00:17:12]  评论在豆瓣上和微信图书上
[00:17:12 --> 00:17:15]  对豆瓣和微信图书的一个问题
[00:17:15 --> 00:17:15]  是什么呢
[00:17:15 --> 00:17:18]  就是大家会写这个书的内容是啥
[00:17:18 --> 00:17:20]  但是他不会向大众去科普
[00:17:20 --> 00:17:24]  说这书看了对我们有啥用
[00:17:24 --> 00:17:25]  这就像是什么呀
[00:17:25 --> 00:17:27]  如果我用美妆来举例子
[00:17:27 --> 00:17:27]  你就明白了
[00:17:27 --> 00:17:29]  我用卖美妆的方法卖书
[00:17:29 --> 00:17:30]  如果你有一个眼影盘
[00:17:30 --> 00:17:31]  你可以认为淘宝京东
[00:17:31 --> 00:17:33]  当当的评论都是
[00:17:33 --> 00:17:34]  这个卖家把这个眼影盘
[00:17:34 --> 00:17:36]  很完整的送到我这儿了
[00:17:36 --> 00:17:36]  没有磕碰
[00:17:36 --> 00:17:37]  这是他们的评论
[00:17:37 --> 00:17:40]  豆瓣和微信读书给你的评论都是
[00:17:40 --> 00:17:41]  这个眼影盘有这个颜色
[00:17:41 --> 00:17:43]  那个颜色
[00:17:43 --> 00:17:44]  颜色是哪种色系
[00:17:44 --> 00:17:47]  这就是豆瓣图书和微信的
[00:17:47 --> 00:17:48]  没有一个人说
[00:17:48 --> 00:17:49]  你打开这个眼影盘
[00:17:49 --> 00:17:51]  应该这么滑
[00:17:51 --> 00:17:52]  你看在我脸上长这样
[00:17:52 --> 00:17:54]  所以我觉得缺了这一块
[00:17:54 --> 00:17:56]  所以我就干了这么一个事
[00:17:56 --> 00:17:57]  我就天心给大家review
[00:17:57 --> 00:17:58]  我说这本书
[00:17:58 --> 00:17:59]  《金星阁的论中国》
[00:17:59 --> 00:17:59]  我看了以后
[00:17:59 --> 00:18:01]  我发现它这段跟中国的哪个线
[00:18:01 --> 00:18:02]  现象是一样的
[00:18:02 --> 00:18:05]  那段是他老外理解错了
[00:18:05 --> 00:18:06]  我会写说
[00:18:06 --> 00:18:07]  比如说什么Bob Iger
[00:18:07 --> 00:18:09]  他做这个《一生的旅程》
[00:18:09 --> 00:18:11]  这《一生的旅程》哪段写得好
[00:18:11 --> 00:18:12]  跟我在国内看的哪个现象一样的
[00:18:12 --> 00:18:14]  为什么迪士尼这么干
[00:18:14 --> 00:18:14]  这么干
[00:18:14 --> 00:18:17]  所以我会用卖彩妆的方法
[00:18:17 --> 00:18:18]  就是我告诉你
[00:18:18 --> 00:18:18]  这么滑
[00:18:18 --> 00:18:20]  你看他这段是不是有用
[00:18:20 --> 00:18:21]  这段是不是有用
[00:18:21 --> 00:18:22]  去这样卖书
[00:18:22 --> 00:18:24]  然后这个书店是非常成功的
[00:18:24 --> 00:18:28]  第二年就变成了中信第三大渠道商
[00:18:28 --> 00:18:29]  第一大渠道商是京东
[00:18:29 --> 00:18:31]  第二大渠道商是当当
[00:18:31 --> 00:18:32]  第三大渠道商就是我
[00:18:32 --> 00:18:36]  然后我到现在都是淘宝同书第一名的店
[00:18:36 --> 00:18:37]  到现在都是
[00:18:37 --> 00:18:38]  那我这就有问题了
[00:18:38 --> 00:18:40]  因为我这不是也提了一本书吗
[00:18:40 --> 00:18:43]  我有一个感觉就是卖书不赚钱
[00:18:43 --> 00:18:44]  对的
[00:18:44 --> 00:18:45]  这是第一个问题
[00:18:45 --> 00:18:47]  第二个问题是你能做到这个
[00:18:47 --> 00:18:50]  和你大V有多大的关系
[00:18:50 --> 00:18:53]  因为听起来这件事就和你的大V
[00:18:53 --> 00:18:55]  是一个特别有synology
[00:18:55 --> 00:18:57]  互补或者说互相增强的东西
[00:18:57 --> 00:19:00]  那你在那之前是怎么做成一个大V的
[00:19:00 --> 00:19:01]  这可能是我的观众
[00:19:01 --> 00:19:02]  特别感兴趣的东西
[00:19:02 --> 00:19:04]  就可能我们观众本来抱着一个心情
[00:19:04 --> 00:19:06]  就是说我来听听怎么样子创业
[00:19:06 --> 00:19:07]  结果一听是个大V创业
[00:19:07 --> 00:19:09]  然后就说这个我没有关系
[00:19:09 --> 00:19:09]  我大V也做不成
[00:19:09 --> 00:19:10]  那我怎么创业呢
[00:19:10 --> 00:19:11]  可不可以跟我们讲讲
[00:19:11 --> 00:19:13]  就是你的创业成功
[00:19:13 --> 00:19:15]  可能它第一步不是这个书店
[00:19:15 --> 00:19:17]  而是第一步你先是一个大V
[00:19:17 --> 00:19:18]  那你这个大V是怎么做成的
[00:19:18 --> 00:19:20]  我先回答你这个问题
[00:19:20 --> 00:19:22]  就是说这个书店成功
[00:19:22 --> 00:19:24]  跟当大V有多少的correlation
[00:19:24 --> 00:19:26]  我觉得70%correlation
[00:19:26 --> 00:19:29]  就是说我流量是很重要的一部分
[00:19:29 --> 00:19:31]  但是它还有两部分
[00:19:31 --> 00:19:32]  一个caviate
[00:19:32 --> 00:19:33]  不是说你有流量
[00:19:33 --> 00:19:34]  你就一定能成功
[00:19:34 --> 00:19:35]  第一个caviate
[00:19:35 --> 00:19:36]  就是你卖的品类
[00:19:36 --> 00:19:38]  必须与你的这个人设
[00:19:38 --> 00:19:40]  也就是你的用户羡慕你
[00:19:40 --> 00:19:42]  哪些地方有很大的关系
[00:19:42 --> 00:19:44]  在之前我还有一个非常失败的尝试
[00:19:44 --> 00:19:45]  我也尝试卖首饰
[00:19:45 --> 00:19:47]  一件都卖不出去
[00:19:47 --> 00:19:47]  也就是说
[00:19:47 --> 00:19:51]  也许有很多用户并不羡慕我
[00:19:51 --> 00:19:52]  戴首饰的品位
[00:19:52 --> 00:19:53]  他们羡慕我
[00:19:53 --> 00:19:54]  看过很多书
[00:19:54 --> 00:19:55]  卖书夸一下就爆了
[00:19:55 --> 00:19:58]  我经常把很多出版社的这个仓库卖光了
[00:19:58 --> 00:20:00]  而我卖这些东西没有人买
[00:20:00 --> 00:20:03]  他们会认为自己挑的比我的好
[00:20:03 --> 00:20:05]  所以我还是同样一群粉丝
[00:20:05 --> 00:20:06]  我的流量也很大
[00:20:06 --> 00:20:08]  为什么卖这个就卖不出去
[00:20:08 --> 00:20:09]  卖出框框框框卖
[00:20:09 --> 00:20:12]  就证明你要抓准别人羡慕你哪
[00:20:12 --> 00:20:15]  那你后面怎么丢走美妆了呢
[00:20:15 --> 00:20:17]  后面这个故事就比较复杂
[00:20:17 --> 00:20:18]  咱们先说这个
[00:20:18 --> 00:20:19]  就是你有70%
[00:20:19 --> 00:20:20]  还有一点
[00:20:20 --> 00:20:21]  我初电是
[00:20:21 --> 00:20:22]  现在流量非常好了
[00:20:22 --> 00:20:24]  我不发广告也没关系
[00:20:24 --> 00:20:25]  初电赶上了
[00:20:25 --> 00:20:26]  就是当时我在微博很大
[00:20:26 --> 00:20:28]  是关注流
[00:20:28 --> 00:20:29]  它不是推荐流
[00:20:29 --> 00:20:30]  关注流意思就是说
[00:20:30 --> 00:20:30]  你在微博
[00:20:30 --> 00:20:32]  微信你的粉丝是你自己的
[00:20:32 --> 00:20:33]  不是平台的
[00:20:33 --> 00:20:35]  你写了关注你的人就能刷到
[00:20:35 --> 00:20:36]  你要到抖音小红书
[00:20:36 --> 00:20:38]  你不充钱就完蛋了
[00:20:38 --> 00:20:40]  所以现在有很多出版社会学我这么干
[00:20:40 --> 00:20:41]  但是他们是亏的
[00:20:41 --> 00:20:42]  他们亏好多钱
[00:20:42 --> 00:20:44]  为什么亏好多钱
[00:20:44 --> 00:20:45]  因为他用的是推荐流
[00:20:45 --> 00:20:47]  所以你要是推荐流平台的网服
[00:20:47 --> 00:20:48]  也不行
[00:20:48 --> 00:20:49]  因为你得花钱
[00:20:49 --> 00:20:51]  你花的那个推荐流的钱
[00:20:51 --> 00:20:52]  覆盖不了图书的成本
[00:20:52 --> 00:20:54]  图书特别不挣钱
[00:20:54 --> 00:20:54]  你说特别对
[00:20:54 --> 00:20:56]  有的时候一本书去挣几毛钱
[00:20:56 --> 00:20:58]  所以你要是买流量
[00:20:58 --> 00:20:58]  你就完蛋了
[00:20:58 --> 00:21:00]  这是一个非常保利的行业
