# 转录元数据
# 节目: 得到《长谈》第64期（B站转载，UP主：商业成长）
# 标题: 64｜程乐松×脱不花：活得哲学一点
# 嘉宾: 程乐松（北京大学哲学系主任）/ 主持: 脱不花
# 发布: 2026-09-05 10:00 (B站) / 时长: 2h55m58s (10558s)
# 下载: opencli bilibili download BV1B24667EQH (480p, 342MB)
# 音频: ffmpeg 提取 mono 16kHz 128k mp3, 161MB
# 转录: whisper.cpp ggml-large-v3 Metal --vad (silero v6.2.0), 2026-09-11
# 段数: 4466 / 汉字: 51130 / 语速: 291字/min
# 校验源: B站官方中文字幕(4652条, 52591汉字, 亦为ASR产物仅供交叉校验)
[00:21:44 -> 00:22:14] 具有天然的合理性一般我需要这样去但是在致死里面这样就讲就太不近人情了太不把观众当回事了而且显得你很矫情对吧其实在那个环境下人们需要的实际上是一些直接且能够感受到触动的话语而不是一个严肃的哲学学者在炫耀他的论证的技法啊那我们我们要受过这个训练以后呢所以你大概
[00:22:14 -> 00:22:44] 还会用一种非常闹的话对正尽量多加几个几个定语啊这样就表述出来但是这样的话其实听的感受很差嗯但是可能阅读的时候呢效果就不太一样而且呢我们现在我特别感谢这个我们的这个呃互联网技术哈现在我几乎所有的那个访谈都是带字幕的是的所以不带字幕可能就麻烦更大一点因为因为我会讲着讲着不自觉的开始用长句啊在这个
[00:22:44 -> 00:23:14] 长句本身就很成问题对但是我特别想给你一点我作为一个这个公众的反馈啊就是嗯因为我我当然知道就在学术界其实这个事是非常矛盾的只要他是一个认真的学者就是他的公共表达的影响力和他在学术共同体当中的这样一些专业表达的价值嗯我这只要他是个严肃的学者他都会觉得有这个撕裂感啊有这个撕裂感对吧这两者不能说一点也不挨着吧反正就挨着吧
[00:23:14 -> 00:23:44] 挨着的不多啊而且呢就是游戏规则不一样嗯但是呢我觉得作为一个公众来说我特别想给您反馈的就是我觉得今天您扮演这个角色其实扮演了一个叫做让公众更多的去了解今天中国的这些哲学的学者研究者们到底在做什么哲学的教育在做什么然后北大的哲学系或者说更多的哲学系他们在做什么就是当了系主任之后提高能见
[00:23:44 -> 00:24:16] 能见度我跟你跟你想法恰恰相反哦是吗我我的我的很多的呃朋友其实是因为怕我这样的表述给很多人形成关于专业哲学的物件啊因为专业哲学呢在呃在一个某在某种层次上来讲或者说他在职业训练的意义上来说其实是相对技术化的相对繁琐的相对需要很呃很复杂的知识
[00:24:16 -> 00:24:45] 储备的嗯所以呢他们其实很担心说因为你这个家伙这样的表述使得所有人都觉得哲学原来就是鸡汤啊原哲学就是熬鸡汤的哲学就是搞心灵抚慰的哈然后呢产生对哲学的误解嗯然后呢甚至是说产生一种啊其实你知道我们现在互联网上有很多呃自学哲学水平很高的年轻人啊这些年轻人眼里看来的话可能我正在
[00:24:46 -> 00:25:16] 破坏哲学的专业性嗯因为你因为你带了这个抬头去了啊这这些系主任那么你就必须呈现出一种哲学性来对吧但是呢呃我始终相信哲学始终需要两个东西一个呢是专业的分析和基于职业分科和分科之学的作为知识壁垒的那些分析技术和知识储备另外一个呢我总觉得呃至少
[00:25:16 -> 00:25:46] 中国哲学吧始终要保证有一个对于人的关怀对如果缺乏了对人的关怀纯纯粹粹就是做呃技术分析嗯或者说做一个问题分析的话呢嗯我个人觉得可能会让哲学变得比较比较无趣嗯我说这个无趣中大大众是也看的哈那这种无趣呢造成了一个结果是什么嗯我个人可以这么看就是说我们如何在一个现代生活中间特别在公共话语
[00:25:46 -> 00:25:48] 空间里如何定义一个学科的价值
[00:25:48 -> 00:25:50] 选你比如说
[00:25:50 -> 00:25:53] 自然科学数学物理化学它有什么价值
[00:25:53 -> 00:25:57] 这个价值它是不需要被认证的为什么因为它可以从
[00:25:57 -> 00:26:06] 科学到技术到从技术到工程从工程到器物用器物的这个有效性论证它的知识有效性但是
[00:26:06 -> 00:26:16] 哲学呢历史呢啊如果他不能够形成时代的精神甚至为这个时代的某一些的呃共同的
[00:26:16 -> 00:26:47] 时代的精神体感嗯提供一种表达方式的话那么他如何说服社会去为这个呃学科提供一种资源性的支撑我们当然不产生器物我们也不产生那个可以去比如说我给你一个譬喻我给你一个譬喻你就可以去啊你就可以治好自己的心理疾病我们没有这个能力对吧所以呢我们还是要去表达的我们还是要关切时代和关切人的啊而且呢
[00:26:47 -> 00:27:04] 我觉得哲学的一个有价值的事情在于我们可能用不同的视角以高度分析的方式去关切人意以贯之的精神秩序和在不同时代我们应该如何建立起与时代相符的啊精神生活的样貌
[00:27:04 -> 00:27:16] 没错我认为这个是要紧的对这也是人们对于人们学科的期待是但是呢我们学科内部实际上我认为一直是有两个两个一直有非常清晰的张力
[00:27:16 -> 00:27:46] 一个张力呢是走向技术化走向那种专业化走向老百姓更听不懂啊就是我所谓斗钉子学就是一句话说完就是如果你看懂了说我输然后第二个呢就是就是我们希望有些公共表达那这些公共表达呢又如何在一种啊在一种相对相我不能说廉价啊就是相对通俗的啊对于精神生活状况的描述和分析
[00:27:47 -> 00:27:48] 啊
[00:27:48 -> 00:27:56] 与一种具有哲学深度的啊对于人的精神的探究能够形成一种平衡是比较困难的
[00:27:56 -> 00:28:02] 因为我是我其实我很早以前就跟我学生讲我说心灵鸡汤这个事其实是一种语义张力
[00:28:02 -> 00:28:07] 嗯啊比如说我举个例子啊我经常跟我学生讲我说心灵鸡汤是非常好造的
[00:28:07 -> 00:28:11] 你把两个反义词中间加上一个一个一个四动词就行
[00:28:11 -> 00:28:14] 比如说哈什么是深刻深刻其实就是浅薄
[00:28:14 -> 00:28:17] 哈哈哈什么是痛苦啊
[00:28:17 -> 00:28:18] 痛苦其实是一种快乐
[00:28:18 -> 00:28:20] 哦就好高级啊听起来
[00:28:20 -> 00:28:22] 然后呢你说呃什么是长久
[00:28:22 -> 00:28:24] 长久其实就是消失
[00:28:24 -> 00:28:25] 嗯
[00:28:25 -> 00:28:27] 那你你你听完以后就哦好厉害
[00:28:27 -> 00:28:28] 高级了
[00:28:28 -> 00:28:28] 好厉害对不对
[00:28:28 -> 00:28:29] 这是为什么
[00:28:29 -> 00:28:35] 因为巨大的语义张力是会引起你自己的反思的
[00:28:35 -> 00:28:41] 他他他会他会因为这个这样的语义表述在你日常生活中不常见
[00:28:41 -> 00:28:43] 所以你会去反思他
[00:28:43 -> 00:28:45] 所以其实心灵鸡汤是比较好造的
[00:28:45 -> 00:28:46] 嗯
[00:28:46 -> 00:28:46] 啊
[00:28:46 -> 00:28:48] 所以所以你看我
[00:28:48 -> 00:28:50] 我进门的时候看到你们那些的所有的墙都是门
[00:28:50 -> 00:28:51] 嗯
[00:28:51 -> 00:28:54] 哎我看到这句话的时候自然就会想为什么所有墙都是门
[00:28:54 -> 00:28:55] 嗯对吗
[00:28:55 -> 00:28:59] 然后对应到了自己的哎生活经验我马上就会想啊我遇到了什么墙
[00:28:59 -> 00:29:01] 实际上这个墙可能就是我的机会
[00:29:01 -> 00:29:02] 嗯对吗
[00:29:02 -> 00:29:07] 所以其实你知道这个时候你你在你在调动人们的反思能力
[00:29:07 -> 00:29:12] 也就是说你给人们发出了一个反思自己的生命经验的邀请
[00:29:12 -> 00:29:15] 对那么他一旦开始反思的时候你放心了
[00:29:15 -> 00:29:16] 他一定能找到合理的地方
[00:29:16 -> 00:29:18] 哈哈哈所以我
[00:29:18 -> 00:29:24] 我所以我觉得我会比较排斥这种非常不能说廉价啊
[00:29:24 -> 00:29:28] 嗯其实非常技术化的心灵鸡汤的表达方式啊
[00:29:28 -> 00:29:32] 啊而且呢这样一来的话呢有比较有深度的那种分析
[00:29:32 -> 00:29:37] 可能就需要一些这个哲学性的概念加入
[00:29:37 -> 00:29:41] 但这个哲学性的概念一旦加入啊就显得很枯燥
[00:29:41 -> 00:29:44] 对这个也是我特别好奇的一个问题啊
[00:29:44 -> 00:29:48] 就说到这的话就是那如果我能以比较简单的方式邀请一个人去反思
[00:29:48 -> 00:29:53] 他的生活这难道不是一件好事吗
[00:29:53 -> 00:29:58] 我认为你在使用一些使用某种思维权利哦
[00:29:58 -> 00:30:02] 也就是说你都用一种话语实际上是在强迫别人在在反思
[00:30:02 -> 00:30:05] 其实我认为反思这件事情啊
[00:30:05 -> 00:30:09] 并不是应该成为日常生活中最最重要的组成部分啊
[00:30:09 -> 00:30:12] 我反而觉得我们应该沉浸在日常生活里啊
[00:30:12 -> 00:30:17] 反思这件事情不是每个人时时刻刻都应该做的事啊
[00:30:17 -> 00:30:19] 过度反思肯定是有问题的嗯
[00:30:19 -> 00:30:24] 我们现在我认为我们现在日常生活中间的一个非常大的问题就在于
[00:30:24 -> 00:30:30] 我们在做什么事情的时候都有一点三心二意啊
[00:30:30 -> 00:30:33] 你比如说你比如说你你在上班的时候
[00:30:33 -> 00:30:36] 实际上你的人三心二意原因是什么
[00:30:36 -> 00:30:39] 因为你的手机仍然可以连接到你的朋友和家人啊
[00:30:39 -> 00:30:43] 你在家里的时候你的手机能连接到你的老板
[00:30:43 -> 00:30:46] 所以你永远处在三心二意的状态里
[00:30:46 -> 00:30:49] 这种三心二意的不专注的状态啊
[00:30:49 -> 00:30:51] 反而是能够让人觉得
[00:30:51 -> 00:30:55] 让人去不断的插出去想一想啊
[00:30:55 -> 00:30:59] 而且呢那种意义性的问题一旦被提出来的时候
[00:30:59 -> 00:31:03] 他就会如影随形的跟着你
[00:31:03 -> 00:31:07] 其实厌倦感这件事情或者说倦怠感这件事情
[00:31:07 -> 00:31:10] 他是不能够被反复提示的
[00:31:10 -> 00:31:16] 而我们今天呢太多的话语在反复的提示你的倦怠感
[00:31:16 -> 00:31:18] 而且就会都会说哎你还不倦怠吗
[00:31:18 -> 00:31:22] 你不应该啊对你你到底为什么活着你社交媒媒体变成了卖拐啊
[00:31:22 -> 00:31:26] 对马上就要天了对对你走一样你走一样就是对吧
[00:31:26 -> 00:31:28] 就这种状态是有问题的
[00:31:28 -> 00:31:33] 所以呢我想就是说我们需要这样的一个清醒的认识
[00:31:33 -> 00:31:35] 就清醒的认识在我看来就是说
[00:31:35 -> 00:31:40] 你有没有可能去回到那个日常的状态里去
[00:31:40 -> 00:31:43] 但是有一个问题就是我们总会认为叫做
[00:31:43 -> 00:31:47] 反思其实是一个人比较重要的一种能力啊
[00:31:47 -> 00:31:50] 所以那对于您来说你怎么定义过度反思呢
[00:31:50 -> 00:31:51] 就它有一个度嘛
[00:31:51 -> 00:31:52] 我可以用三个方式
[00:31:52 -> 00:31:59] 第一个就是没有与人类历史上那些最伟大的心灵沟通过
[00:31:59 -> 00:32:01] 在这个基础上展开的反思
[00:32:01 -> 00:32:03] 我就认为首先就是过度反思了
[00:32:03 -> 00:32:10] 因为因为其实营老在营老在人的精神生活中的那些困境啊
[00:32:10 -> 00:32:13] 其实在两千年前三千年前可能就在营老的我们了
[00:32:13 -> 00:32:16] 所以我们在精神生活和精神生活质量
[00:32:16 -> 00:32:19] 以及对于自己的人生意义的思考方面
[00:32:19 -> 00:32:22] 其实并没有超过老子柏拉图太多
[00:32:22 -> 00:32:23] 在这个方面我们人类
[00:32:23 -> 00:32:24] 是进步最慢的
[00:32:24 -> 00:32:28] 是所以我会认为在你展开反思之前
[00:32:28 -> 00:32:32] 最好看一看那些在人类历史上
[00:32:32 -> 00:32:36] 如此倦勇的留下了精神痕迹的那些伟大的心灵
[00:32:36 -> 00:32:37] 他们是怎么面对这个问题的
[00:32:37 -> 00:32:39] 你就会发现自己没有想出什么新的烦恼来
[00:32:39 -> 00:32:41] 就是你没什么新玩意对吧
[00:32:41 -> 00:32:45] 就是你的问题实际上人家都已经想过无数遍了啊
[00:32:45 -> 00:32:48] 那么如果你不认为你比他们更强的话
[00:32:48 -> 00:32:52] 那么实际上他们的答案可能就是你能想到的答案
[00:32:52 -> 00:32:52] 用起来就完了
[00:32:52 -> 00:32:53] 对用起来就完了哈
[00:32:53 -> 00:32:53] 这是第一个
[00:32:53 -> 00:32:54] 这是第一方面
[00:32:54 -> 00:32:57] 第二方面呢是你没有足够的生命经验
[00:32:57 -> 00:33:01] 和对于生活的这样的一种历练
[00:33:01 -> 00:33:03] 实际上是没有必要做太多的反思的
[00:33:03 -> 00:33:05] 你比如说哈
[00:33:05 -> 00:33:08] 你在读初中高中
[00:33:08 -> 00:33:09] 有一次考试没考好
[00:33:09 -> 00:33:11] 这件事情不需要太反思
[00:33:11 -> 00:33:13] 因为这个反思的意义不大
[00:33:13 -> 00:33:17] 甚至而且不要上升到一个极端的程度
[00:33:17 -> 00:33:17] 对吧
[00:33:17 -> 00:33:21] 你不要总觉得每一次失败都是
[00:33:21 -> 00:33:23] 或者是每一次的挫折都是指向人家
[00:33:23 -> 00:33:24] 人生的终点
[00:33:24 -> 00:33:26] 你这个可能想多了啊
[00:33:26 -> 00:33:27] 然后呢
[00:33:27 -> 00:33:31] 我觉得第三个方面就是为什么我不主张过多反思
[00:33:31 -> 00:33:33] 是因为我们生命的有限性
[00:33:33 -> 00:33:37] 和我们能够接触到的世界的整体有限性
[00:33:37 -> 00:33:39] 所以由于你的有限性
[00:33:39 -> 00:33:44] 所以你的反思本身是不可能处在一个纯客观照状态
[00:33:44 -> 00:33:46] 所以我自己的看法就是
[00:33:46 -> 00:33:49] 如果你没有经过与伟大心灵的对话
[00:33:49 -> 00:33:51] 没有有效的生命经验的积累啊
[00:33:51 -> 00:33:54] 没有清晰的意识到自己的有限性的话
[00:33:54 -> 00:33:59] 那么这个反思可能就是会带来持续性的自我困扰
[00:33:59 -> 00:34:01] 以及反思变成了一种知识
[00:34:01 -> 00:34:04] 就是相当于你变成了一种生活方式的时候
[00:34:04 -> 00:34:05] 这就很成问题了
[00:34:05 -> 00:34:07] 生活本身变成了反思
[00:34:07 -> 00:34:07] 对
[00:34:07 -> 00:34:09] 就是你就这么说吧
[00:34:09 -> 00:34:14] 反思其实应该是一种生活很少要使用到的调味剂
[00:34:14 -> 00:34:15] 而且呢
[00:34:15 -> 00:34:16] 你需要在生活中间
[00:34:16 -> 00:34:18] 你需要长时间的积累
[00:34:18 -> 00:34:21] 才会做反思的
[00:34:21 -> 00:34:24] 所以我并不主张每个人都去读庄子
[00:34:24 -> 00:34:24] 嗯
[00:34:24 -> 00:34:25] 我会主张每个人都去读庄子
[00:34:25 -> 00:34:27] 我会主张每个人读诗书
[00:34:27 -> 00:34:28] 读论语
[00:34:28 -> 00:34:28] 读大学
[00:34:28 -> 00:34:29] 读中庸
[00:34:29 -> 00:34:30] 读孟子
[00:34:30 -> 00:34:33] 我那个是那个是非常刚健的
[00:34:33 -> 00:34:37] 那个是始终要保证你有一个自觉的
[00:34:37 -> 00:34:38] 包括某种行动规范
[00:34:38 -> 00:34:39] 对
[00:34:39 -> 00:34:40] 但是呢
[00:34:40 -> 00:34:43] 我甚至会愿意你去读这个诸子佳丽啊
[00:34:43 -> 00:34:45] 但是我不会愿意每个人读庄子
[00:34:45 -> 00:34:50] 因为庄子那个是需要你有首先你有非常好的这个呃
[00:34:50 -> 00:34:56] 就是对于对于这个深度的思考的
[00:34:56 -> 00:34:59] 把控令是另外一个你需要很好的生命经验的积累
[00:34:59 -> 00:35:00] 嗯
[00:35:00 -> 00:35:03] 以及也需要怎么说呢
[00:35:03 -> 00:35:05] 就非常强的自律
[00:35:05 -> 00:35:08] 因为一个人说我熟读论语
[00:35:08 -> 00:35:10] 这个是不好演的
[00:35:10 -> 00:35:13] 但是我经读了庄子是非常好演的
[00:35:13 -> 00:35:14] 你说的特别对
[00:35:14 -> 00:35:17] 其实就是我会把这个话翻译换一个说法
[00:35:17 -> 00:35:22] 说就是我们以一种否定性的方式否定性的态度进入生活
[00:35:22 -> 00:35:25] 这是这是在表演意义上最容易的一种状态
[00:35:25 -> 00:35:26] 对啊
[00:35:26 -> 00:35:30] 你比如说用一种积极的状态进入生活是很不容易表演的啊
[00:35:30 -> 00:35:33] 但是你用一种否定性的状态去去进入生活是非常容易表演
[00:35:33 -> 00:35:34] 为什么
[00:35:34 -> 00:35:40] 因为这符合你的人的这个缺乏自律和懒惰的一个状态
[00:35:40 -> 00:35:42] 所以我很喜欢你说那句话
[00:35:42 -> 00:35:51] 说这个很多人是在这个叫什么人间不值得和恕我配不上之间反复横调
[00:35:51 -> 00:35:56] 其实这样这样的话能保证你能持续的处在一个能自我说服的怠惰状态里
[00:35:56 -> 00:36:00] 就是比如说我我我现在要做的事情
[00:36:00 -> 00:36:02] 我觉得人间不值得嘛
[00:36:02 -> 00:36:05] 然后我其实我想的想要去达到的那个目标就是是我配不上
[00:36:05 -> 00:36:08] 那这样的我只要把这两两端卡死了
[00:36:08 -> 00:36:10] 其实我可以什么都不做
[00:36:10 -> 00:36:11] 而且还显得我很高明
[00:36:11 -> 00:36:12] 对换言之是什么呢
[00:36:12 -> 00:36:18] 就是说千万不要把你的一种消极和怠惰的状态
[00:36:18 -> 00:36:24] 用一种看起来非常具有反思性的方式进行合理化奠基
[00:36:24 -> 00:36:26] 这句话是不是不像人话
[00:36:26 -> 00:36:26] 这好长啊
[00:36:26 -> 00:36:27] 你给我翻译一下
[00:36:27 -> 00:36:28] 这是什么意思
[00:36:28 -> 00:36:30] 我脑子里的还没跟上那个断句
[00:36:30 -> 00:36:35] 就是你在日常生活中间的怠惰状态的实际上是需要一个合理化证明的
[00:36:35 -> 00:36:39] 那么你你就用了一种看起来是非常反思性的
[00:36:39 -> 00:36:44] 具有高度的否定辩证性的方式去给他进行合理性奠基
[00:36:44 -> 00:36:47] 比如说我看透了人间不值得
[00:36:47 -> 00:36:49] 然后我看到那个啊
[00:36:49 -> 00:36:50] 那个我配不上的啊
[00:36:50 -> 00:36:52] 因为他们他们那个状态呢
